mui,method,mod,nc,nmi
35,FG,0.5055,15,0.456
35,IM,0.5279,60,0.795
35,LP,0.5281,34,0.711
35,ML,0.5396,24,0.674
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,59,0.802
35,LP,0.5373,35,0.748
35,ML,0.5398,23,0.668
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,58,0.796
35,LP,0.526,31,0.677
35,ML,0.5401,24,0.683
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5304,57,0.801
35,LP,0.5223,33,0.669
35,ML,0.5379,22,0.65
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5311,56,0.803
35,LP,0.5302,36,0.75
35,ML,0.5346,22,0.643
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.531,57,0.803
35,LP,0.525,40,0.736
35,ML,0.5366,23,0.654
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.531,58,0.796
35,LP,0.5309,37,0.722
35,ML,0.5339,22,0.634
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5306,56,0.801
35,LP,0.5327,34,0.717
35,ML,0.5407,22,0.653
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5283,61,0.795
35,LP,0.5234,32,0.692
35,ML,0.5397,21,0.658
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,59,0.793
35,LP,0.5221,35,0.692
35,ML,0.5353,24,0.662
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5282,61,0.794
35,LP,0.5333,37,0.743
35,ML,0.5378,21,0.636
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5306,58,0.801
35,LP,0.5231,40,0.697
35,ML,0.5353,21,0.616
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5283,58,0.801
35,LP,0.5246,40,0.749
35,ML,0.5342,23,0.643
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5284,58,0.796
35,LP,0.5205,41,0.727
35,ML,0.5357,22,0.64
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,59,0.8
35,LP,0.5293,32,0.661
35,ML,0.5351,21,0.635
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5293,58,0.798
35,LP,0.5297,36,0.735
35,ML,0.5366,22,0.643
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,58,0.804
35,LP,0.5357,37,0.747
35,ML,0.5328,21,0.625
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5312,56,0.806
35,LP,0.5272,35,0.696
35,ML,0.5397,21,0.64
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,58,0.804
35,LP,0.5198,33,0.69
35,ML,0.5377,21,0.631
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5283,60,0.795
35,LP,0.5297,35,0.722
35,ML,0.5354,24,0.66
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,58,0.796
35,LP,0.532,38,0.746
35,ML,0.5405,24,0.671
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,60,0.798
35,LP,0.5316,37,0.725
35,ML,0.5354,23,0.651
35,WT,0.4969,60,0.697
40,FG,0.4425,10,0.299
40,IM,0.4705,74,0.69
40,LP,0.439,21,0.441
40,ML,0.4896,20,0.521
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4711,72,0.69
40,LP,0.4783,31,0.546
40,ML,0.4886,20,0.523
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4732,72,0.702
40,LP,0,1,0
40,ML,0.4877,18,0.504
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4703,76,0.708
40,LP,0,1,0
40,ML,0.4866,18,0.495
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4725,71,0.702
40,LP,0.4682,26,0.492
40,ML,0.4898,20,0.523
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4714,75,0.692
40,LP,0,1,0
40,ML,0.4858,18,0.488
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4742,70,0.705
40,LP,0.4779,23,0.491
40,ML,0.4863,19,0.507
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.474,71,0.7
40,LP,0.4815,26,0.512
40,ML,0.4877,18,0.504
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4725,72,0.706
40,LP,0.4845,30,0.565
40,ML,0.4898,20,0.525
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4704,75,0.694
40,LP,0.4204,14,0.328
40,ML,0.4862,17,0.483
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4693,74,0.691
40,LP,0,1,0
40,ML,0.4906,19,0.53
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4717,74,0.706
40,LP,0.4681,28,0.505
40,ML,0.4828,18,0.48
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4707,74,0.7
40,LP,0.4777,23,0.484
40,ML,0.4891,17,0.505
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4697,73,0.698
40,LP,0,1,0
40,ML,0.4916,20,0.536
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4734,72,0.701
40,LP,0.4794,26,0.486
40,ML,0.4861,22,0.548
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4702,74,0.696
40,LP,0.4787,34,0.582
40,ML,0.4907,19,0.527
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4706,73,0.695
40,LP,0,1,0
40,ML,0.4927,20,0.555
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4691,76,0.69
40,LP,0,1,0
40,ML,0.4831,21,0.523
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.473,71,0.702
40,LP,0.472,23,0.456
40,ML,0.4935,21,0.563
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4741,72,0.71
40,LP,0,1,0
40,ML,0.4901,20,0.542
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4719,70,0.691
40,LP,0,1,0
40,ML,0.4849,19,0.505
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4736,71,0.699
40,LP,0.4567,23,0.466
40,ML,0.4893,18,0.496
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4693,76,0.703
40,LP,0,1,0
40,ML,0.4932,20,0.537
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.47,74,0.702
40,LP,0,1,0
40,ML,0.4886,19,0.511
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4706,72,0.702
40,LP,0.466,33,0.527
40,ML,0.4939,21,0.553
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4749,70,0.707
40,LP,0,1,0
40,ML,0.491,18,0.519
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.473,71,0.709
40,LP,0.4654,32,0.526
40,ML,0.4942,18,0.511
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4707,75,0.697
40,LP,0.3811,11,0.264
40,ML,0.4918,19,0.523
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4734,71,0.702
40,LP,0,1,0
40,ML,0.4889,19,0.526
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4693,74,0.692
40,LP,0,1,0
40,ML,0.4852,18,0.497
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4688,77,0.695
40,LP,0.4787,27,0.523
40,ML,0.492,20,0.546
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4719,71,0.704
40,LP,0,1,0
40,ML,0.4904,19,0.526
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.471,73,0.699
40,LP,0,1,0
40,ML,0.4932,18,0.505
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4729,71,0.705
40,LP,0.48,35,0.578
40,ML,0.4958,21,0.553
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4714,70,0.694
40,LP,0.4735,27,0.51
40,ML,0.4916,20,0.536
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4713,73,0.704
40,LP,0.4727,24,0.486
40,ML,0.4896,20,0.533
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4717,73,0.707
40,LP,0,1,0
40,ML,0.4898,21,0.546
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.474,68,0.701
40,LP,0,1,0
40,ML,0.4909,20,0.525
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4694,76,0.697
40,LP,0.4811,30,0.567
40,ML,0.4906,17,0.494
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4721,73,0.712
40,LP,0.4783,30,0.541
40,ML,0.489,21,0.551
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4738,71,0.7
40,LP,0,1,0
40,ML,0.4905,17,0.496
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4725,72,0.709
40,LP,0,1,0
40,ML,0.4905,20,0.54
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4718,72,0.701
40,LP,0.4714,27,0.493
40,ML,0.4918,20,0.538
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4709,75,0.701
40,LP,0,1,0
40,ML,0.4868,19,0.494
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4724,72,0.708
40,LP,0.4736,28,0.517
40,ML,0.4881,19,0.52
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4708,73,0.701
40,LP,0,1,0
40,ML,0.4923,20,0.536
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4712,73,0.7
40,LP,0,1,0
40,ML,0.4861,18,0.498
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.471,74,0.694
40,LP,0,1,0
40,ML,0.4906,18,0.501
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4726,73,0.71
40,LP,0.4792,31,0.561
40,ML,0.4922,20,0.539
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4702,75,0.701
40,LP,0,1,0
40,ML,0.4872,19,0.514
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4712,73,0.706
40,LP,0,1,0
40,ML,0.491,18,0.509
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4724,71,0.691
40,LP,0.4786,23,0.501
40,ML,0.4922,21,0.549
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4708,75,0.696
40,LP,0.4663,27,0.49
40,ML,0.4944,21,0.553
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4722,72,0.709
40,LP,0.4736,29,0.519
40,ML,0.4859,19,0.518
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.473,72,0.704
40,LP,0.4807,34,0.563
40,ML,0.4919,17,0.497
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4725,72,0.701
40,LP,0,1,0
40,ML,0.4841,17,0.483
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4697,74,0.699
40,LP,0.4846,28,0.546
40,ML,0.4904,19,0.532
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4714,73,0.702
40,LP,0,1,0
40,ML,0.4913,18,0.512
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4718,73,0.692
40,LP,0.4745,30,0.531
40,ML,0.4894,19,0.515
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4732,70,0.708
40,LP,0,1,0
40,ML,0.4898,20,0.534
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4734,71,0.702
40,LP,0,1,0
40,ML,0.4905,18,0.503
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4724,72,0.697
40,LP,0.4741,29,0.545
40,ML,0.4911,18,0.515
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4701,75,0.697
40,LP,0.4707,30,0.515
40,ML,0.4921,20,0.533
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.471,74,0.704
40,LP,0.4826,21,0.484
40,ML,0.489,19,0.515
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4748,69,0.711
40,LP,0,1,0
40,ML,0.4927,18,0.514
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4697,75,0.7
40,LP,0,1,0
40,ML,0.4925,21,0.556
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4719,74,0.71
40,LP,0,1,0
40,ML,0.4885,20,0.53
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4733,70,0.705
40,LP,0.4696,28,0.508
40,ML,0.4936,17,0.52
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4718,74,0.697
40,LP,0,1,0
40,ML,0.4842,20,0.516
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4697,76,0.698
40,LP,0.4729,30,0.524
40,ML,0.4846,21,0.541
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4715,73,0.702
40,LP,0,1,0
40,ML,0.4853,19,0.493
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4704,74,0.699
40,LP,0,1,0
40,ML,0.4894,18,0.504
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4664,76,0.689
40,LP,0,1,0
40,ML,0.4876,18,0.498
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4727,72,0.704
40,LP,0,1,0
40,ML,0.485,19,0.518
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4721,73,0.703
40,LP,0,1,0
40,ML,0.4883,18,0.499
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4697,76,0.696
40,LP,0,1,0
40,ML,0.4922,20,0.542
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4695,74,0.699
40,LP,0.0011,2,0.002
40,ML,0.4929,19,0.533
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4731,71,0.707
40,LP,0.48,32,0.592
40,ML,0.4878,19,0.49
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4713,73,0.699
40,LP,0.4691,33,0.543
40,ML,0.4861,19,0.506
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4709,72,0.702
40,LP,0.4764,32,0.562
40,ML,0.49,18,0.509
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4696,74,0.699
40,LP,0,1,0
40,ML,0.4917,17,0.505
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4707,74,0.695
40,LP,0,1,0
40,ML,0.4883,19,0.516
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4742,71,0.711
40,LP,0.4681,23,0.47
40,ML,0.4852,17,0.492
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4722,72,0.703
40,LP,0.4772,32,0.539
40,ML,0.4872,19,0.517
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4724,70,0.701
40,LP,0,1,0
40,ML,0.4881,19,0.511
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4742,70,0.708
40,LP,0.4789,25,0.51
40,ML,0.4859,21,0.532
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4745,71,0.701
40,LP,0.4722,23,0.487
40,ML,0.4904,18,0.512
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4705,74,0.703
40,LP,0,1,0
40,ML,0.4911,19,0.514
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.471,74,0.698
40,LP,0.4728,28,0.517
40,ML,0.4898,19,0.52
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4723,72,0.702
40,LP,0,1,0
40,ML,0.4887,19,0.52
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4749,69,0.705
40,LP,0.4701,29,0.486
40,ML,0.4861,19,0.506
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4729,71,0.702
40,LP,0,1,0
40,ML,0.4906,19,0.519
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.472,72,0.696
40,LP,0,1,0
40,ML,0.4897,18,0.505
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4723,72,0.704
40,LP,0,1,0
40,ML,0.4871,19,0.504
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4721,73,0.706
40,LP,0,1,0
40,ML,0.4885,19,0.517
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4711,74,0.702
40,LP,0.4731,38,0.598
40,ML,0.4915,18,0.513
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4694,75,0.694
40,LP,0,1,0
40,ML,0.4911,18,0.518
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4728,71,0.707
40,LP,0,1,0
40,ML,0.4909,18,0.513
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4703,73,0.696
40,LP,0.4655,30,0.54
40,ML,0.4908,20,0.529
40,WT,0.4251,73,0.61
40,FG,0.4425,10,0.299
40,IM,0.4736,70,0.698
40,LP,0,1,0
40,ML,0.4873,21,0.54
40,WT,0.4251,73,0.61
45,FG,0.4333,13,0.301
45,IM,0.4272,80,0.641
45,LP,0,1,0
45,ML,0.4484,20,0.46
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4284,79,0.646
45,LP,0,1,0
45,ML,0.455,18,0.435
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4284,78,0.645
45,LP,0,1,0
45,ML,0.453,17,0.432
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.428,79,0.65
45,LP,0.0016,2,0.002
45,ML,0.4417,19,0.418
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4274,81,0.645
45,LP,0,1,0
45,ML,0.4516,19,0.447
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4261,81,0.645
45,LP,0,1,0
45,ML,0.4493,18,0.43
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4271,79,0.642
45,LP,0,1,0
45,ML,0.4362,19,0.404
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4299,77,0.639
45,LP,0,1,0
45,ML,0.4549,21,0.492
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4278,80,0.645
45,LP,0,1,0
45,ML,0.4502,17,0.416
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4278,79,0.65
45,LP,0.4449,28,0.498
45,ML,0.4507,17,0.416
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4272,82,0.643
45,LP,0,1,0
45,ML,0.4506,20,0.471
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.428,77,0.646
45,LP,0,1,0
45,ML,0.4519,20,0.464
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4271,80,0.631
45,LP,0,1,0
45,ML,0.4468,18,0.441
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4241,82,0.636
45,LP,0,1,0
45,ML,0.4455,20,0.458
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4239,84,0.649
45,LP,0,1,0
45,ML,0.4545,18,0.448
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4269,81,0.647
45,LP,0,1,0
45,ML,0.4522,18,0.436
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4288,81,0.642
45,LP,0,1,0
45,ML,0.4518,19,0.457
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4255,82,0.635
45,LP,0,1,0
45,ML,0.4465,18,0.419
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4268,82,0.649
45,LP,0,1,0
45,ML,0.447,21,0.466
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4264,84,0.661
45,LP,0,1,0
45,ML,0.446,18,0.437
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4271,81,0.643
45,LP,0,1,0
45,ML,0.4505,18,0.443
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4291,78,0.646
45,LP,0,1,0
45,ML,0.4435,19,0.419
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4226,87,0.635
45,LP,0.4468,22,0.442
45,ML,0.4513,18,0.447
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4254,83,0.645
45,LP,0,1,0
45,ML,0.4475,19,0.44
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4287,77,0.646
45,LP,0,1,0
45,ML,0.4487,17,0.428
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4244,83,0.642
45,LP,0,1,0
45,ML,0.4519,18,0.428
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4235,85,0.634
45,LP,0,1,0
45,ML,0.4519,18,0.45
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4233,83,0.627
45,LP,0,1,0
45,ML,0.4512,18,0.425
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4252,82,0.644
45,LP,0,1,0
45,ML,0.4473,16,0.41
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4258,83,0.646
45,LP,0,1,0
45,ML,0.4427,16,0.394
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.424,84,0.635
45,LP,0.4391,30,0.503
45,ML,0.4465,20,0.466
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4255,81,0.639
45,LP,0,1,0
45,ML,0.4466,19,0.436
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4234,82,0.628
45,LP,0,1,0
45,ML,0.4478,19,0.45
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4267,81,0.644
45,LP,0,1,0
45,ML,0.4443,16,0.39
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4263,82,0.636
45,LP,0.446,31,0.536
45,ML,0.4447,20,0.443
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4253,81,0.629
45,LP,0,1,0
45,ML,0.4464,17,0.416
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4265,82,0.642
45,LP,0,1,0
45,ML,0.4512,19,0.443
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.428,81,0.645
45,LP,0,1,0
45,ML,0.4465,19,0.444
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4253,82,0.638
45,LP,0,1,0
45,ML,0.4482,21,0.463
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4263,81,0.652
45,LP,0,1,0
45,ML,0.4448,17,0.416
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4249,85,0.637
45,LP,0,1,0
45,ML,0.4426,18,0.416
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4249,82,0.642
45,LP,0.4319,27,0.455
45,ML,0.4447,16,0.417
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4261,82,0.639
45,LP,0.4335,28,0.466
45,ML,0.4475,18,0.433
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4282,80,0.646
45,LP,0,1,0
45,ML,0.4525,18,0.446
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4242,86,0.651
45,LP,0,1,0
45,ML,0.4478,18,0.432
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4266,81,0.636
45,LP,0,1,0
45,ML,0.4475,17,0.415
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4274,79,0.64
45,LP,0,1,0
45,ML,0.4516,19,0.459
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4232,85,0.633
45,LP,0,1,0
45,ML,0.4466,19,0.453
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.429,79,0.648
45,LP,0,1,0
45,ML,0.4535,19,0.466
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4271,78,0.642
45,LP,0,1,0
45,ML,0.447,18,0.438
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4252,82,0.643
45,LP,5e-4,2,0.002
45,ML,0.4476,18,0.426
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4296,77,0.657
45,LP,0,1,0
45,ML,0.4528,18,0.463
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4262,80,0.643
45,LP,0,1,0
45,ML,0.4383,18,0.425
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4278,82,0.651
45,LP,0.4217,35,0.486
45,ML,0.4466,18,0.436
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4255,81,0.649
45,LP,0,1,0
45,ML,0.4459,18,0.428
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4279,78,0.636
45,LP,0,1,0
45,ML,0.4528,21,0.49
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4264,79,0.644
45,LP,0,1,0
45,ML,0.4499,19,0.454
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.426,80,0.633
45,LP,0,1,0
45,ML,0.4536,17,0.441
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.426,82,0.643
45,LP,0,1,0
45,ML,0.4487,18,0.427
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.427,82,0.642
45,LP,0,1,0
45,ML,0.4485,19,0.447
